DEPARTAMENTO,MES,Numero Eventos Reportados,SISTEMAS AFECTADOS,SEXO FEMENINO,SEXO MASCULINO,SEXO SIN ESPECIFICAR,CASOS NO SERIOS,CASOS SERIOS,EVENTO CLASIFICADO COMO FALLO TERAPEUTICO (FT),EVENTO CLASIFICADO COMO REACCION ADVERSA A MEDICAMENTO (RAM),EVENTO CLASIFICADO COMO PROBLEMA DE CALIDAD (PC),EVENTO CLASIFICADO COMO ERROR DE MEDICACIÓN (EM),EVENTO CLASIFICADO COMO EVENTO SUPUESTAMENTE ATRIBUIBLE A LA VACUNACIÓN (ESAVI)
BOYACÁ,AGOSTO DE 2020,75,NEOPLASMAS TRASTORNOS DE LA PIEL Y APENDICES TRASTORNOS DE LA REPRODUCCION MUJERES TRASTORNOS DE LAS PLAQUETAS HEMORRAGIAS Y COAGULACION TRASTORNOS DEL METABOLISMO Y NUTRICION TRASTORNOS DEL SISTEMA GASTROINTESTINAL TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR TRASTORNOS DEL SISTEMA MUSCULO ESQUELETAL TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO TRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVO TRASTORNOS DEL SISTEMA RESPIRATORIO TRASTORNOS EN EL PUNTO DE APLICACION TRASTORNOS GENERALES DE TODO EL ORGANISMO TRASTORNOS MIO ENDO PERICARDICOS Y VALVULARES TRASTORNOS PSIQUIATRICOS TRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,40,34,1,53,22,5,60,2,9,0
CALDAS,AGOSTO DE 2020,125,NEOPLASMAS TRASTORNOS AUDITIVOS Y VESTIBULARES TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOS TRASTORNOS DE LA PIEL Y APENDICES TRASTORNOS DE LA VISION TRASTORNOS DE LAS PLAQUETAS HEMORRAGIAS Y COAGULACION TRASTORNOS DE LOS LEUCOCITOS Y DE LA VSE TRASTORNOS DEL MECANISMO DE RESISTENCIA TRASTORNOS DEL METABOLISMO Y NUTRICION TRASTORNOS DEL SISTEMA GASTROINTESTINAL TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR TRASTORNOS DEL SISTEMA MUSCULO ESQUELETAL TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO TRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVO TRASTORNOS DEL SISTEMA RESPIRATORIO TRASTORNOS DEL SISTEMA URINARIO TRASTORNOS EN EL PUNTO DE APLICACION TRASTORNOS ENDOCRINOS TRASTORNOS GENERALES DE TODO EL ORGANISMO TRASTORNOS PSIQUIATRICOS TRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,74,49,2,76,49,6,101,0,18,0
CAQUETÁ,AGOSTO DE 2020,21,TRASTORNOS DE LA PIEL Y APENDICES TRASTORNOS DE LAS PLAQUETAS HEMORRAGIAS Y COAGULACION TRASTORNOS DEL METABOLISMO Y NUTRICION TRASTORNOS DEL SISTEMA GASTROINTESTINAL TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO TRASTORNOS DEL SISTEMA RESPIRATORIO TRASTORNOS EN EL PUNTO DE APLICACION TRASTORNOS ENDOCRINOS TRASTORNOS GENERALES DE TODO EL ORGANISMO TRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,10,10,1,15,6,0,20,0,1,0
CASANARE,AGOSTO DE 2020,33,TRASTORNOS CARDIOVASCULARES GENERALES TRASTORNOS DE LA PIEL Y APENDICES TRASTORNOS DEL METABOLISMO Y NUTRICION TRASTORNOS DEL SISTEMA GASTROINTESTINAL TRASTORNOS DEL SISTEMA URINARIO TRASTORNOS GENERALES DE TODO EL ORGANISMO TRASTORNOS PSIQUIATRICOS TRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,14,19,0,30,3,7,23,0,3,0
CAUCA,AGOSTO DE 2020,90,NEOPLASMAS TRASTORNOS DE LA PIEL Y APENDICES TRASTORNOS DE LA REPRODUCCION MUJERES TRASTORNOS DE LOS ERITROCITOS TRASTORNOS DE LOS LEUCOCITOS Y DE LA VSE TRASTORNOS DEL MECANISMO DE RESISTENCIA TRASTORNOS DEL SISTEMA GASTROINTESTINAL TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR TRASTORNOS DEL SISTEMA MUSCULO ESQUELETAL TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO TRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVO TRASTORNOS DEL SISTEMA RESPIRATORIO TRASTORNOS EN EL PUNTO DE APLICACION TRASTORNOS ENDOCRINOS TRASTORNOS GENERALES DE TODO EL ORGANISMO TRASTORNOS PSIQUIATRICOS TRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,48,41,1,75,15,0,81,0,10,0
CESAR,AGOSTO DE 2020,74,NEOPLASMAS TRASTORNOS CARDIOVASCULARES GENERALES TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOS TRASTORNOS DE LA PIEL Y APENDICES TRASTORNOS DE LA REPRODUCCION VARONES TRASTORNOS DEL MECANISMO DE RESISTENCIA TRASTORNOS DEL METABOLISMO Y NUTRICION TRASTORNOS DEL SISTEMA GASTROINTESTINAL TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR TRASTORNOS DEL SISTEMA MUSCULO ESQUELETAL TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO TRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVO TRASTORNOS DEL SISTEMA RESPIRATORIO TRASTORNOS DEL SISTEMA URINARIO TRASTORNOS EN EL PUNTO DE APLICACION TRASTORNOS GENERALES DE TODO EL ORGANISMO TRASTORNOS PSIQUIATRICOS TRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,36,38,0,60,14,0,67,0,7,0
CHOCÓ,AGOSTO DE 2020,5,TRASTORNOS DE LA PIEL Y APENDICES TRASTORNOS DE LA REPRODUCCION MUJERES TRASTORNOS DE LAS PLAQUETAS HEMORRAGIAS Y COAGULACION TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO TRASTORNOS EN EL PUNTO DE APLICACION TRASTORNOS GENERALES DE TODO EL ORGANISMO,3,2,0,2,3,0,5,0,0,0
CÓRDOBA,AGOSTO DE 2020,80,NEOPLASMAS TRASTORNOS CARDIOVASCULARES GENERALES TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOS TRASTORNOS DE LA PIEL Y APENDICES TRASTORNOS DE LA VISION TRASTORNOS DE LAS PLAQUETAS HEMORRAGIAS Y COAGULACION TRASTORNOS DE OTROS SENTIDOS ESPECIALES TRASTORNOS DEL MECANISMO DE RESISTENCIA TRASTORNOS DEL METABOLISMO Y NUTRICION TRASTORNOS DEL SISTEMA GASTROINTESTINAL TRASTORNOS DEL SISTEMA MUSCULO ESQUELETAL TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO TRASTORNOS DEL SISTEMA RESPIRATORIO TRASTORNOS DEL SISTEMA URINARIO TRASTORNOS GENERALES DE TODO EL ORGANISMO TRASTORNOS MIO ENDO PERICARDICOS Y VALVULARES TRASTORNOS PSIQUIATRICOS VOCABLOS SECUNDARIOS EVENTOS,46,32,2,63,17,0,60,4,17,0
CUNDINAMARCA,AGOSTO DE 2020,184,NEOPLASMAS TRASTORNOS AUDITIVOS Y VESTIBULARES TRASTORNOS CARDIOVASCULARES GENERALES TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOS TRASTORNOS DE LA PIEL Y APENDICES TRASTORNOS DE LA VISION TRASTORNOS DE LAS PLAQUETAS HEMORRAGIAS Y COAGULACION TRASTORNOS DE LOS LEUCOCITOS Y DE LA VSE TRASTORNOS DE OTROS SENTIDOS ESPECIALES TRASTORNOS DEL COLAGENO TRASTORNOS DEL METABOLISMO Y NUTRICION TRASTORNOS DEL SISTEMA GASTROINTESTINAL TRASTORNOS DEL SISTEMA MUSCULO ESQUELETAL TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO TRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVO TRASTORNOS DEL SISTEMA RESPIRATORIO TRASTORNOS DEL SISTEMA URINARIO TRASTORNOS EN EL PUNTO DE APLICACION TRASTORNOS GENERALES DE TODO EL ORGANISMO TRASTORNOS MIO ENDO PERICARDICOS Y VALVULARES TRASTORNOS PSIQUIATRICOS TRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,87,95,2,141,43,3,153,4,27,0
HUILA,AGOSTO DE 2020,116,NEOPLASMAS TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOS TRASTORNOS DE LA PIEL Y APENDICES TRASTORNOS DE LA VISION TRASTORNOS DEL SISTEMA GASTROINTESTINAL TRASTORNOS DEL SISTEMA MUSCULO ESQUELETAL TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO TRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVO TRASTORNOS DEL SISTEMA RESPIRATORIO TRASTORNOS DEL SISTEMA URINARIO TRASTORNOS EN EL PUNTO DE APLICACION TRASTORNOS GENERALES DE TODO EL ORGANISMO TRASTORNOS PSIQUIATRICOS TRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,67,49,0,96,20,4,69,2,41,0
LA GUAJIRA,AGOSTO DE 2020,14,NEOPLASMAS TRASTORNOS CARDIOVASCULARES GENERALES TRASTORNOS DE LA PIEL Y APENDICES TRASTORNOS DE LOS LEUCOCITOS Y DE LA VSE TRASTORNOS DEL SISTEMA GASTROINTESTINAL TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO TRASTORNOS DEL SISTEMA RESPIRATORIO TRASTORNOS DEL SISTEMA URINARIO TRASTORNOS GENERALES DE TODO EL ORGANISMO VOCABLOS SECUNDARIOS EVENTOS,4,10,0,9,5,0,12,0,2,0
MAGDALENA,AGOSTO DE 2020,52,NEOPLASMAS TRASTORNOS CARDIOVASCULARES GENERALES TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOS TRASTORNOS DE LA PIEL Y APENDICES TRASTORNOS DE LA VISION TRASTORNOS DEL SISTEMA GASTROINTESTINAL TRASTORNOS DEL SISTEMA MUSCULO ESQUELETAL TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO TRASTORNOS DEL SISTEMA RESPIRATORIO TRASTORNOS DEL SISTEMA URINARIO TRASTORNOS GENERALES DE TODO EL ORGANISMO TRASTORNOS PSIQUIATRICOS TRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,25,27,0,39,13,0,50,0,2,0
META,AGOSTO DE 2020,57,NEOPLASMAS TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOS TRASTORNOS DE LA PIEL Y APENDICES TRASTORNOS DE LA VISION TRASTORNOS DE LAS PLAQUETAS HEMORRAGIAS Y COAGULACION TRASTORNOS DE LOS ERITROCITOS TRASTORNOS DEL MECANISMO DE RESISTENCIA TRASTORNOS DEL METABOLISMO Y NUTRICION TRASTORNOS DEL SISTEMA GASTROINTESTINAL TRASTORNOS DEL SISTEMA MUSCULO ESQUELETAL TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO TRASTORNOS DEL SISTEMA RESPIRATORIO TRASTORNOS GENERALES DE TODO EL ORGANISMO TRASTORNOS MIO ENDO PERICARDICOS Y VALVULARES TRASTORNOS PSIQUIATRICOS TRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,34,23,0,47,10,2,52,1,2,0
NARIÑO,AGOSTO DE 2020,162,NEOPLASMAS TRASTORNOS CARDIOVASCULARES GENERALES TRASTORNOS DE LA PIEL Y APENDICES TRASTORNOS DE LA REPRODUCCION MUJERES TRASTORNOS DE LA VISION TRASTORNOS DE LOS ERITROCITOS TRASTORNOS DE LOS LEUCOCITOS Y DE LA VSE TRASTORNOS DE OTROS SENTIDOS ESPECIALES TRASTORNOS DEL COLAGENO TRASTORNOS DEL MECANISMO DE RESISTENCIA TRASTORNOS DEL METABOLISMO Y NUTRICION TRASTORNOS DEL SISTEMA GASTROINTESTINAL TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR TRASTORNOS DEL SISTEMA MUSCULO ESQUELETAL TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO TRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVO TRASTORNOS DEL SISTEMA RESPIRATORIO TRASTORNOS DEL SISTEMA URINARIO TRASTORNOS ENDOCRINOS TRASTORNOS GENERALES DE TODO EL ORGANISMO TRASTORNOS PSIQUIATRICOS TRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,89,72,1,134,28,22,93,4,43,0
NORTE DE SANTANDER,AGOSTO DE 2020,101,NEOPLASMAS TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOS TRASTORNOS DE LA PIEL Y APENDICES TRASTORNOS DE LA REPRODUCCION MUJERES TRASTORNOS DE LOS ERITROCITOS TRASTORNOS DEL MECANISMO DE RESISTENCIA TRASTORNOS DEL METABOLISMO Y NUTRICION TRASTORNOS DEL SISTEMA GASTROINTESTINAL TRASTORNOS DEL SISTEMA MUSCULO ESQUELETAL TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO TRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVO TRASTORNOS DEL SISTEMA RESPIRATORIO TRASTORNOS DEL SISTEMA URINARIO TRASTORNOS EN EL PUNTO DE APLICACION TRASTORNOS GENERALES DE TODO EL ORGANISMO TRASTORNOS MIO ENDO PERICARDICOS Y VALVULARES TRASTORNOS PSIQUIATRICOS TRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,59,41,1,84,17,1,80,1,19,0
PUTUMAYO,AGOSTO DE 2020,4,TRASTORNOS DEL SISTEMA RESPIRATORIO TRASTORNOS GENERALES DE TODO EL ORGANISMO TRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,3,1,0,2,2,0,3,0,1,0
QUINDIO,AGOSTO DE 2020,67,NEOPLASMAS TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOS TRASTORNOS DE LA PIEL Y APENDICES TRASTORNOS DE LAS PLAQUETAS HEMORRAGIAS Y COAGULACION TRASTORNOS DE OTROS SENTIDOS ESPECIALES TRASTORNOS DEL COLAGENO TRASTORNOS DEL MECANISMO DE RESISTENCIA TRASTORNOS DEL SISTEMA GASTROINTESTINAL TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR TRASTORNOS DEL SISTEMA MUSCULO ESQUELETAL TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO TRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVO TRASTORNOS DEL SISTEMA RESPIRATORIO TRASTORNOS DEL SISTEMA URINARIO TRASTORNOS EN EL PUNTO DE APLICACION TRASTORNOS ENDOCRINOS TRASTORNOS GENERALES DE TODO EL ORGANISMO TRASTORNOS PSIQUIATRICOS TRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,42,23,2,45,22,1,63,0,3,0
RISARALDA,AGOSTO DE 2020,157,NEOPLASMAS TRASTORNOS DE LA PIEL Y APENDICES TRASTORNOS DE LA REPRODUCCION MUJERES TRASTORNOS DE LA VISION TRASTORNOS DE LAS PLAQUETAS HEMORRAGIAS Y COAGULACION TRASTORNOS DE LOS ERITROCITOS TRASTORNOS DE LOS LEUCOCITOS Y DE LA VSE TRASTORNOS DEL MECANISMO DE RESISTENCIA TRASTORNOS DEL METABOLISMO Y NUTRICION TRASTORNOS DEL SISTEMA GASTROINTESTINAL TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR TRASTORNOS DEL SISTEMA MUSCULO ESQUELETAL TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO TRASTORNOS DEL SISTEMA RESPIRATORIO TRASTORNOS DEL SISTEMA URINARIO TRASTORNOS EN EL PUNTO DE APLICACION TRASTORNOS ENDOCRINOS TRASTORNOS GENERALES DE TODO EL ORGANISMO TRASTORNOS MIO ENDO PERICARDICOS Y VALVULARES TRASTORNOS PSIQUIATRICOS TRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,97,57,3,123,34,6,138,2,12,0
SANTANDER,AGOSTO DE 2020,237,NEOPLASMAS TRASTORNOS AUDITIVOS Y VESTIBULARES TRASTORNOS CARDIOVASCULARES GENERALES TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOS TRASTORNOS DE LA PIEL Y APENDICES TRASTORNOS DE LA REPRODUCCION VARONES TRASTORNOS DE LA VISION TRASTORNOS DE LAS PLAQUETAS HEMORRAGIAS Y COAGULACION TRASTORNOS DE LOS ERITROCITOS TRASTORNOS DE LOS LEUCOCITOS Y DE LA VSE TRASTORNOS DEL COLAGENO TRASTORNOS DEL MECANISMO DE RESISTENCIA TRASTORNOS DEL METABOLISMO Y NUTRICION TRASTORNOS DEL SISTEMA GASTROINTESTINAL TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR TRASTORNOS DEL SISTEMA MUSCULO ESQUELETAL TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO TRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVO TRASTORNOS DEL SISTEMA RESPIRATORIO TRASTORNOS DEL SISTEMA URINARIO TRASTORNOS EN EL PUNTO DE APLICACION TRASTORNOS GENERALES DE TODO EL ORGANISMO TRASTORNOS MIO ENDO PERICARDICOS Y VALVULARES TRASTORNOS PSIQUIATRICOS TRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,130,104,3,168,69,14,205,1,20,0
SIN INFORMACIÓN,AGOSTO DE 2020,1848,NEOPLASMAS TRASTORNOS AUDITIVOS Y VESTIBULARES TRASTORNOS CARDIOVASCULARES GENERALES TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOS TRASTORNOS DE LA PIEL Y APENDICES TRASTORNOS DE LA REPRODUCCION MUJERES TRASTORNOS DE LA REPRODUCCION VARONES TRASTORNOS DE LA VISION TRASTORNOS DE LAS PLAQUETAS HEMORRAGIAS Y COAGULACION TRASTORNOS DE LOS ERITROCITOS TRASTORNOS DE LOS LEUCOCITOS Y DE LA VSE TRASTORNOS DE OTROS SENTIDOS ESPECIALES TRASTORNOS DEL COLAGENO TRASTORNOS DEL MECANISMO DE RESISTENCIA TRASTORNOS DEL METABOLISMO Y NUTRICION TRASTORNOS DEL SISTEMA GASTROINTESTINAL TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR TRASTORNOS DEL SISTEMA MUSCULO ESQUELETAL TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO TRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVO TRASTORNOS DEL SISTEMA RESPIRATORIO TRASTORNOS DEL SISTEMA URINARIO TRASTORNOS EN EL PUNTO DE APLICACION TRASTORNOS ENDOCRINOS TRASTORNOS FETALES TRASTORNOS GENERALES DE TODO EL ORGANISMO TRASTORNOS MIO ENDO PERICARDICOS Y VALVULARES TRASTORNOS NEONATALES Y EN LA PRIMERA INFANCIA TRASTORNOS PSIQUIATRICOS TRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,1035,784,29,1508,340,38,1540,15,256,1
SUCRE,AGOSTO DE 2020,84,NEOPLASMAS TRASTORNOS DE LA PIEL Y APENDICES TRASTORNOS DE LA REPRODUCCION MUJERES TRASTORNOS DE LA VISION TRASTORNOS DE LAS PLAQUETAS HEMORRAGIAS Y COAGULACION TRASTORNOS DE LOS ERITROCITOS TRASTORNOS DE OTROS SENTIDOS ESPECIALES TRASTORNOS DEL MECANISMO DE RESISTENCIA TRASTORNOS DEL METABOLISMO Y NUTRICION TRASTORNOS DEL SISTEMA GASTROINTESTINAL TRASTORNOS DEL SISTEMA MUSCULO ESQUELETAL TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO TRASTORNOS DEL SISTEMA RESPIRATORIO TRASTORNOS GENERALES DE TODO EL ORGANISMO TRASTORNOS MIO ENDO PERICARDICOS Y VALVULARES TRASTORNOS PSIQUIATRICOS VOCABLOS SECUNDARIOS EVENTOS,54,30,0,58,26,1,56,1,27,0
TOLIMA,AGOSTO DE 2020,72,TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOS TRASTORNOS DE LA PIEL Y APENDICES TRASTORNOS DE LAS PLAQUETAS HEMORRAGIAS Y COAGULACION TRASTORNOS DEL MECANISMO DE RESISTENCIA TRASTORNOS DEL METABOLISMO Y NUTRICION TRASTORNOS DEL SISTEMA GASTROINTESTINAL TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR TRASTORNOS DEL SISTEMA MUSCULO ESQUELETAL TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO TRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVO TRASTORNOS DEL SISTEMA RESPIRATORIO TRASTORNOS EN EL PUNTO DE APLICACION TRASTORNOS GENERALES DE TODO EL ORGANISMO TRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,44,28,0,59,13,4,53,3,13,0
VALLE DEL CAUCA,AGOSTO DE 2020,901,NEOPLASMAS TRASTORNOS AUDITIVOS Y VESTIBULARES TRASTORNOS CARDIOVASCULARES GENERALES TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOS TRASTORNOS DE LA PIEL Y APENDICES TRASTORNOS DE LA REPRODUCCION MUJERES TRASTORNOS DE LA REPRODUCCION VARONES TRASTORNOS DE LA VISION TRASTORNOS DE LAS PLAQUETAS HEMORRAGIAS Y COAGULACION TRASTORNOS DE LOS ERITROCITOS TRASTORNOS DE LOS LEUCOCITOS Y DE LA VSE TRASTORNOS DE OTROS SENTIDOS ESPECIALES TRASTORNOS DEL COLAGENO TRASTORNOS DEL MECANISMO DE RESISTENCIA TRASTORNOS DEL METABOLISMO Y NUTRICION TRASTORNOS DEL SISTEMA GASTROINTESTINAL TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR TRASTORNOS DEL SISTEMA MUSCULO ESQUELETAL TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO TRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVO TRASTORNOS DEL SISTEMA RESPIRATORIO TRASTORNOS DEL SISTEMA URINARIO TRASTORNOS EN EL PUNTO DE APLICACION TRASTORNOS ENDOCRINOS TRASTORNOS GENERALES DE TODO EL ORGANISMO TRASTORNOS MIO ENDO PERICARDICOS Y VALVULARES TRASTORNOS PSIQUIATRICOS TRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,567,328,6,686,216,27,846,5,40,0
AMAZONAS,SEPTIEMBRE DE 2020,6,TRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,3,3,0,6,0,0,1,0,5,0
CESAR,JULIO DE 2021,74,NEOPLASMAS;TRASTORNOS CARDIOVASCULARES  GENERALES;TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOS;TRASTORNOS DE LA PIEL Y APENDICES;;TRASTORNOS DE LA REPRODUCCION  MUJERES;TRASTORNOS DE LA REPRODUCCION  VARONES;TRASTORNOS DE LOS ERITROCITOS;TRASTORNOS DE OTROS SENTIDOS ESPECIALES;TRASTORNOS DEL MECANISMO DE RESISTENCIA;TRASTORNOS DEL METABOLISMO Y NUTRICION;TRASTORNOS DEL SISTEMA GASTROINTESTINAL;TRASTORNOS DEL SISTEMA MUSCULO-ESQUELETAL;TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO;TRASTORNOS DEL SISTEMA RESPIRATORIO;TRASTORNOS DEL SISTEMA URINARIO;TRASTORNOS EN EL PUNTO DE APLICACION;TRASTORNOS ENDOCRINOS;TRASTORNOS GENERALES DE TODO EL ORGANISMO;TRASTORNOS PSIQUIATRICOS;VOCABLOS SECUNDARIOS  EVENTOS,41,32,1,47,27,0,70,0,4,0
ANTIOQUIA,SEPTIEMBRE DE 2020,3081,NEOPLASMAS TRASTORNOS AUDITIVOS Y VESTIBULARES TRASTORNOS CARDIOVASCULARES GENERALES TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOS TRASTORNOS DE LA PIEL Y APENDICES TRASTORNOS DE LA REPRODUCCION MUJERES TRASTORNOS DE LA VISION TRASTORNOS DE LAS PLAQUETAS HEMORRAGIAS Y COAGULACION TRASTORNOS DE LOS ERITROCITOS TRASTORNOS DE LOS LEUCOCITOS Y DE LA VSE TRASTORNOS DE OTROS SENTIDOS ESPECIALES TRASTORNOS DEL COLAGENO TRASTORNOS DEL MECANISMO DE RESISTENCIA TRASTORNOS DEL METABOLISMO Y NUTRICION TRASTORNOS DEL SISTEMA GASTROINTESTINAL TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR TRASTORNOS DEL SISTEMA MUSCULO ESQUELETAL TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO TRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVO TRASTORNOS DEL SISTEMA RESPIRATORIO TRASTORNOS DEL SISTEMA URINARIO TRASTORNOS EN EL PUNTO DE APLICACION TRASTORNOS ENDOCRINOS TRASTORNOS FETALES TRASTORNOS GENERALES DE TODO EL ORGANISMO TRASTORNOS MIO ENDO PERICARDICOS Y VALVULARES TRASTORNOS PSIQUIATRICOS TRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS ESPECIFICOS A VENENOS VOCABLOS SECUNDARIOS EVENTOS,1553,1519,9,2573,510,16,2681,5,389,0
ARAUCA,SEPTIEMBRE DE 2020,53,TRASTORNOS DE LA PIEL Y APENDICES TRASTORNOS DE LA VISION TRASTORNOS DEL SISTEMA GASTROINTESTINAL TRASTORNOS DEL SISTEMA MUSCULO ESQUELETAL TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO TRASTORNOS DEL SISTEMA RESPIRATORIO TRASTORNOS DEL SISTEMA URINARIO TRASTORNOS GENERALES DE TODO EL ORGANISMO TRASTORNOS PSIQUIATRICOS VOCABLOS SECUNDARIOS EVENTOS,30,22,1,49,4,0,25,1,26,1
